;id;model;years;search;Price:;New Price Roadworthy:;Road Tax / 3 Months:;Body Type:;Transmission:;Drive Wheel :;Engine/motor Type:;Fuel Type:;Power:;Total Max. Power (kW):;Top Speed:;Acceleration 0-100 Km / H:;Practice Consumption Monitor:;Cylinders:;Valves Per Cylinder:;Engine Capacity:;Bore X Stroke:;Compression Ratio:;Urban Consumption:;Extra-urban Consumption:;Combined Consumption:;Co2 Emissions:;Energy Label:;Low Consumption:;Medium Consumption:;High Consumption:;Very High Consumption:;Front Suspension:;Rear Suspension:;Front Stabilizer:;1st Gear:;2nd Gear:;3rd Gear:;4th Gear:;5th Gear:;Curb Weight:;Max. Payload:;Max. Permissible Mass:;Max. Front Axle Mass:;Max. Rear Axle Mass:;Cargo Capacity:;Length Min./max.:;Width Min./max.:;Height:;Height Of Lift Threshold:;Length:;Width:;Wheelbase:;Front Track Width:;Distance Backrest / Pedals:;Front Headroom:;Front Backrest Length:;Front Seat Length:;Front Entry Height:;Crash Test Result:;ABS:;Brake Force Distribution:;Brake Assist:;Emergency Braking Assistance:;Central Door Locking:;Keyless Entry/start:;Start Button:;Control Circuit:;Electric Windows:;Height Adjustment Seat:;Lumbar Support Seat:;Electric Adjustment Seat:;Heated Seats:;Ventilated Seats:;Interval Wiper (s):;Alloy Wheels:;Sliding / Tilting Roof:;Panoramic Roof:;Roof Rails:;Service:;General Warranty:;Body Warranty:;New Price Tax:;New Price 2012:;New Price 2011:;New Price 2010:;New Price 2009:;New Price 2008:;Occasion Price 2012:;Occasion Price 2011:;Occasion Price 2010:;4 Years Depreciation:;Motor Vehicle Tax:;Insurance:;Fuel Costs:;Maintenance:;New Price 2007:;New Price 2006:;New Price 2005:;New Price 2004:;New Price 2014:;New Price 2013:;Occasion Price 2014:;Occasion Price 2013:;New Price 2015:;Occasion Price 2015:;New Price 2003:;New Price 2002:;New Price 2001:;New Price 1982:;New Price 1981:;New Price 1980:;New Price 1979:;New Price 1985:;New Price 1984:;New Price 1983:;New Price 1989:;New Price 1988:;New Price 1987:;New Price 1986:;New Price 1998:;New Price 1997:;New Price 2000:;New Price 1999:;New Price 2016:;Occasion Price 2016:;New Price 1996:;New Price 1995:;New Price 1994:;New Price 1993:;New Price 1992:;New Price 1991:;New Price 1990:;New Price 2017:;Occasion Price 2017:;Engine Type:;Max Power:;Max. Power KW:;Max. Power Hp:;Max Torque:;New Price 1978:;New Price 1977:;New Price 2020:;New Price 2019:;New Price 2018:;Occasion Price 2019:;Occasion Price 2018:;Net Price:;VAT:;BPM (fixed):;Power Consumption:;Battery Range:;Total Max. Power (hp):;Back Door Wxh:
453;453;Citroen C8 2.0i 16V Prestige 2008 Manual 5 doors specs;"2008 - 2011
5 doors, MPV";;€ 37.895;n/a;€ 221 - € 248;5-doors, mpv;5 speed manual transmission;front;fuel engine;gasoline;100 kw (138 hp);100;185 km/h;12,2 s;n.b.;4, in line;4;1998 cc;85,0 x 88,0 mm;10,8 :1;12,3 l/100km;7,3 l/100km;;218 g/km;g;;;;;coil springs;coil springs;yes;3,45:1;1,87:1;1,28:1;0,95:1;0,80:1;1606 kg;799 kg;2405 kg;- kg;- kg;480-2948 l;360 mm / 1960;;1856 mm;600 mm;4726 mm;1854 mm;2823 mm;1570 mm;900-1090 mm;910-970 mm;600 mm;500 mm;;not tested;yes;yes;yes;n/a;yes;yes;n/a;n/a;yes(front);n/a;n/a;n/a;n/a;n/a;yes(adjustable);n/a;n/a;n/a;yes;30.000 km / 1 year;2 year, unlimited;12 year;€ 37.895;;€ 37.895;€ 37.895;€ 34.990;€ 33.450;;€ 4.700;€ 3.500;€ 519;€ 74;€ 79;€ 232;€ 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
454;454;Citroen CX 2000 Reflex 1976 Manual 4 doors specs;"1979 - 1982
4 doors, Sedan";;€ 13.727;n/a;€ 157 - € 176;4-doors, sedan;4 speed manual transmission;front;fuel engine;gasoline;78 kw (106 hp);78;176 km/h;11,7 s;n.b.;4, in line;2;1985 cc;86,0 x 85,5 mm;9,0 :1;- l/100km;- l/100km;;- g/km;;;;;;hydropneum.;hydropneum.;yes;;;;;;1260 kg;490 kg;1750 kg;- kg;- kg;458 l;;;1360 mm;;4666 mm;1750 mm;2845 mm;1474 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n.b. / 1 year;- year, unlimited;- year;€ 13.727;;;;;;;;;;€ 0;€ 39;€ 260;€ 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
455;455;Citroen CX 20 1982 Manual 4 doors specs;"1982 - 1985
4 doors, Sedan";;€ 16.087;n/a;€ 136 - € 152;4-doors, sedan;4 speed manual transmission;front;fuel engine;gasoline;78 kw (106 hp);78;176 km/h;12,1 s;n.b.;4, in line;2;1995 cc;88,0 x 82,0 mm;9,2 :1;- l/100km;- l/100km;;- g/km;;;;;;hydropneum.;hydropneum.;yes;;;;;;1235 kg;545 kg;1780 kg;- kg;- kg;507 l;;;1360 mm;;4657 mm;1770 mm;2840 mm;1520 mm;;;;;;not tested;n/a;n/a;n/a;n/a;yes;yes;n/a;n/a;yes(front);yes(driver);n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;7.500 km / 1 year;1 year, unlimited;5 year;€ 16.087;;;;;;;;;€ 175;€ 0;€ 42;€ 273;€ 38;;;;;;;;;;;;;;;;;;€ 15.610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
456;456;Citroen CX 20 RE 1985 Manual 4 doors specs;"1985 - 1989
4 doors, Sedan";;€ 18.548;n/a;€ 136 - € 152;4-doors, sedan;5 speed manual transmission;front;fuel engine;gasoline;75 kw (102 hp);75;175 km/h;12,4 s;n.b.;4, in line;2;1995 cc;88,0 x 82,0 mm;9,2 :1;- l/100km;- l/100km;;- g/km;;;;;;hydropneum.;hydropneum.;yes;;;;;;1220 kg;560 kg;1780 kg;- kg;- kg;507 l;;;1360 mm;;4657 mm;1770 mm;2840 mm;1520 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;yes(front);n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;variabel / 1 year;1 year, unlimited;5 year;€ 18.548;;;;;;;;;€ 255;€ 0;€ 45;€ 257;€ 46;;;;;;;;;;;;;;;;;;€ 16.087;;;€ 18.548;€ 17.947;€ 17.062;€ 16.087;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
457;457;Citroen CX Break 2000 Reflex 1976 Manual 5 doors specs;"1979 - 1982
5 doors, Station wagon";;€ 15.372;n/a;€ 178 - € 200;5-doors, station wagon;4 speed manual transmission;front;fuel engine;gasoline;78 kw (106 hp);78;171 km/h;14,7 s;n.b.;4, in line;2;1985 cc;86,0 x 85,5 mm;9,0 :1;- l/100km;- l/100km;;- g/km;;;;;;hydropneum.;hydropneum.;yes;;;;;;1385 kg;685 kg;2070 kg;- kg;- kg;1163-2128 l;;;1465 mm;;4952 mm;1750 mm;3095 mm;1474 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n.b. / 1 year;- year, unlimited;- year;€ 15.372;;;;;;;;;;€ 0;€ 43;€ 309;€ 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
458;458;Citroen CX Break 20 1982 Manual 5 doors specs;"1982 - 1985
5 doors, Station wagon";;€ 17.765;n/a;€ 157 - € 176;5-doors, station wagon;4 speed manual transmission;front;fuel engine;gasoline;78 kw (106 hp);78;168 km/h;14,1 s;n.b.;4, in line;2;1995 cc;88,0 x 82,0 mm;9,2 :1;- l/100km;- l/100km;;- g/km;;;;;;hydropneum.;hydropneum.;yes;;;;;;1320 kg;760 kg;2080 kg;- kg;- kg;1163-2128 l;;;1465 mm;;4952 mm;1770 mm;3090 mm;1520 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;yes(front);yes(driver);n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;7.500 km / 1 year;1 year, unlimited;5 year;€ 17.765;;;;;;;;;€ 197;€ 0;€ 46;€ 282;€ 38;;;;;;;;;;;;;;;;;;€ 17.244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
459;459;Citroen CX Break 20 RE 1985 Manual 5 doors specs;"1985 - 1987
5 doors, Station wagon";;€ 19.127;n/a;€ 178 - € 200;5-doors, station wagon;5 speed manual transmission;front;fuel engine;gasoline;78 kw (106 hp);78;169 km/h;14,1 s;n.b.;4, in line;2;1995 cc;88,0 x 82,0 mm;9,2 :1;- l/100km;- l/100km;;- g/km;;;;;;hydropneum.;hydropneum.;yes;;;;;;1360 kg;720 kg;2080 kg;- kg;- kg;1163-2128 l;;;1465 mm;;4952 mm;1770 mm;3090 mm;1520 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;yes(front);n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;variabel / 1 year;1 year, unlimited;5 year;€ 19.127;;;;;;;;;€ 263;€ 0;€ 48;€ 279;€ 47;;;;;;;;;;;;;;;;;;€ 18.038;;;;;€ 19.127;€ 18.038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
460;460;Citroen DS3 1.4 VTi Chic 2010 Manual 3 doors specs;"2010 - 2012
3 doors, Hatchback";;€ 18.340;n/a;€ 93 - € 104;3-doors, hatchback;5 speed manual transmission;front;fuel engine;gasoline;72 kw (95 hp);72;184 km/h;11,8 s;5,8 l/100km (1);4, in line;4;1397 cc;77,0 x 75,0 mm;11,0 :1;7,6 l/100km;4,8 l/100km;;134 g/km;f;;;;;coil springs;torsion bar;yes;3,42:1;1,81:1;1,28:1;0,97:1;0,77:1;1050 kg;502 kg;1552 kg;- kg;- kg;285-980 l;;;1458 mm;730 mm;3948 mm;1715 mm;2466 mm;1465 mm;895-1110 mm;940-1005 mm;625 mm;485 mm;560 mm;*****;yes;yes;yes;n/a;yes;yes;n/a;n/a;yes(front);yes(driver);n/a;n/a;n/a;n/a;yes(adjustable);€ 695;n/a;n/a;n/a;30.000 km / 2 year;2 year, unlimited;12 year;€ 18.340;€ 17.340;€ 16.990;€ 16.890;;;€ 5.500;€ 4.500;€ 3.800;€ 182;€ 31;€ 42;€ 148;€ 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
461;461;Citroen DS4 VTi 120 Chic 2011 Manual 5 doors specs;"2011 - 2014
5 doors, Hatchback";;€ 25.580;n/a;€ 136 - € 152;5-doors, hatchback;5 speed manual transmission;front;fuel engine;gasoline;88 kw (120 hp);88;193 km/h;12,2 s;6,2 l/100km (1);4, in line;4;1598 cc;77,0 x 85,8 mm;11,0 :1;8,3 l/100km;5,0 l/100km;;144 g/km;e;;;;;coil springs;torsion bar;yes;3,45:1;1,87:1;1,29:1;0,95:1;0,74:1;1180 kg;575 kg;1755 kg;- kg;- kg;385-1021 l;770 mm / 1540;1045 mm / -;1526 mm;780 mm;4275 mm;1810 mm;2612 mm;1531 mm;905-1100 mm;925-1000 mm;610 mm;500 mm;540 mm;*****;yes;yes;yes;n/a;yes;yes;n/a;n/a;yes(front);yes(driver);n/a;n/a;€ 350;n/a;yes(adjustable);yes;n/a;n/a;n/a;30.000 km / 1 year;2 year, unlimited;12 year;€ 25.580;€ 23.940;€ 23.940;;;;€ 7.000;€ 5.800;;€ 270;€ 45;€ 55;€ 158;€ 56;;;;;€ 25.580;€ 25.240;€ 10.200;€ 8.600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
462;462;Citroen DS5 THP 155 Chic 2011 Automatic 5 doors specs;"2011 - 2015
5 doors, Hatchback";;€ 36.990;n/a;€ 178 - € 200;5-doors, hatchback;6 speed automatic;front;fuel engine;gasoline;115 kw (156 hp);115;202 km/h;9,7 s;n.b.;4, in line;4;1598 cc;77,0 x 85,8 mm;10,5 :1;9,9 l/100km;5,6 l/100km;;165 g/km;e;;;;;hydroactive;hydroactive;yes;4,04:1;2,37:1;1,56:1;1,16:1;0,85:1;1395 kg;640 kg;2035 kg;- kg;- kg;465-1288 l;;;1504 mm;760 mm;4530 mm;1871 mm;2727 mm;1575 mm;900-955 mm;860-1050 mm;620 mm;540 mm;620 mm;*****;yes;yes;yes;n/a;yes;yes;yes;n/a;yes(front & rear);yes(best. & pass.);yes(driver);n/a;no;n/a;yes(with rain sensor);yes;n/a;n/a;yes;30.000 km / 2 year;2 year, unlimited;12 year;€ 36.990;€ 34.550;€ 34.550;;;;€ 8.900;€ 7.200;;€ 425;€ 59;€ 74;€ 181;€ 60;;;;;€ 36.990;€ 36.690;€ 13.500;€ 11.200;€ 36.990;€ 16.200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
463;463;Citroen Evasion 1.8i 1994 Manual 5 doors specs;"1997 - 1998
5 doors, MPV";;€ 22.666;n/a;€ 178 - € 200;5-doors, mpv;5 speed manual transmission;front;fuel engine;gasoline;73 kw (100 hp);73;165 km/h;14,3 s;n.b.;4, in line;2;1761 cc;83,0 x 81,4 mm;10,0 :1;13,2 l/100km;8,6 l/100km;;- g/km;;;;;;coil springs;coil springs;yes;3,46:1;1,87:1;1,28:1;0,95:1;0,80:1;1418 kg;822 kg;2240 kg;- kg;- kg;400-1700 l;;;1710 mm;;4454 mm;1812 mm;2823 mm;1534 mm;;;;;;not tested;€ 1.722;n/a;n/a;n/a;yes;€ 406;n/a;n/a;€ 406;€ 606;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;yes;15.000 km / 1 year;1 year, unlimited;6 year;€ 22.666;;;;;;;;;€ 262;€ 0;€ 54;€ 262;€ 48;;;;;;;;;;;;;;;;;;;;;;;;;€ 22.666;€ 22.666;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
464;464;Citroen Evasion 1.8i 1998 Manual 5 doors specs;"1998 - 2000
5 doors, MPV";;€ 24.209;n/a;€ 178 - € 200;5-doors, mpv;5 speed manual transmission;front;fuel engine;gasoline;73 kw (100 hp);73;165 km/h;16,2 s;n.b.;4, in line;2;1761 cc;83,0 x 81,4 mm;9,25 :1;13,2 l/100km;8,6 l/100km;;246 g/km;g;;;;;coil springs;coil springs;yes;3,46:1;1,87:1;1,28:1;0,95:1;0,80:1;1420 kg;665 kg;2085 kg;- kg;- kg;340-3300 l;;;1710 mm;;4454 mm;1812 mm;2823 mm;1534 mm;;;;;;not tested;€ 908;n/a;n/a;n/a;yes;yes;n/a;n/a;yes(front);n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;yes;20.000 km / 1 year;1 year, unlimited;6 year;€ 24.209;;;;;;;;;€ 321;€ 59;€ 56;€ 262;€ 48;;;;;;;;;;;;;;;;;;;;;;;;;€ 24.050;;€ 24.209;€ 24.050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
465;465;Citroen Jumper Combi Comfort 30 L1H1 HDi 110 2012 Manual 4 doors specs;"2012 - 2014
4 doors, Passenger bus";;€ 46.620;n/a;€ 530 - € 566;4-doors, bus;6 speed manual transmission;front;fuel engine;diesel;81 kw (110 hp);81;140 km/h;- s;n.b.;4, in line;4;2198 cc;86,0 x 94,6 mm;n.b.;9,3 l/100km;5,8 l/100km;;187 g/km;d;;;;;coil springs;leaf springs;yes;;;;;;1910 kg;1090 kg;3000 kg;1630 kg;1650 kg;- l;;1422 mm / 1870;2254 mm;;4963 mm;2050 mm;3000 mm;1810 mm;;;;;;not tested;yes;yes;yes;n/a;yes;yes;n/a;n/a;yes(front);yes(driver);yes(driver);n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;30.000 km / 1 year;2 year, unlimited;12 year;€ 46.620;€ 43.959;;;;;€ 0;;;;€ 177;€ 96;€ 149;€ 59;;;;;€ 46.620;€ 43.959;€ 0;€ 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
466;466;Citroen Jumpy Combi L1H1 HDi 95 Comfort 2012 Manual 4 doors specs;"2012 - 2012
4 doors, Van";;€ 40.940;n/a;€ 530 - € 566;4-doors, van;6 speed manual transmission;front;fuel engine;diesel;72 kw (98 hp);72;155 km/h;- s;n.b.;4, in line;4;1997 cc;85,0 x 88,0 mm;17,6 :1;8,2 l/100km;6,3 l/100km;;183 g/km;g;;;;;coil springs;coil springs;yes;3,42:1;1,78:1;1,12:1;0,80:1;0,65:1;1913 kg;867 kg;2780 kg;1400 kg;1550 kg;327-3473 l;2254 mm / 2254;1245 mm / 1590;1942 mm;562 mm;4805 mm;1895 mm;3000 mm;1574 mm;;;;;;not tested;yes;yes;yes;n/a;yes;yes;n/a;n/a;yes(front);n/a;n/a;n/a;n/a;n/a;yes(adjustable);n/a;n/a;n/a;n/a;30.000 km / 1 year;2 year, unlimited;12 year;€ 40.940;€ 40.940;;;;;€ 0;;;;€ 177;€ 88;€ 147;€ 58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467;467;Citroen Jumpy Multispace L1H1 HDi 95 Comfort 2012 Manual 4 doors specs;"2012 - 2016
4 doors, Van";;€ 43.884;n/a;€ 530 - € 566;4-doors, van;6 speed manual transmission;front;fuel engine;diesel;72 kw (98 hp);72;155 km/h;- s;n.b.;4, in line;4;1997 cc;85,0 x 88,0 mm;17,6 :1;8,1 l/100km;6,1 l/100km;;179 g/km;g;;;;;coil springs;coil springs;yes;3,42:1;1,78:1;1,12:1;0,80:1;0,65:1;1913 kg;867 kg;2780 kg;1400 kg;1550 kg;327-3473 l;2254 mm / 2254;1245 mm / 1590;1942 mm;562 mm;4805 mm;1895 mm;3000 mm;1574 mm;;;;;;***;yes;yes;yes;n/a;yes;yes;n/a;n/a;yes(front);n/a;n/a;n/a;n/a;n/a;yes(adjustable);n/a;n/a;n/a;n/a;30.000 km / 1 year;2 year, unlimited;12 year;€ 43.884;€ 39.820;;;;;€ 0;;;;€ 177;€ 92;€ 143;€ 58;;;;;€ 43.884;€ 39.820;€ 0;€ 0;€ 43.884;€ 0;;;;;;;;;;;;;;;;;;;€ 43.884;€ 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
468;468;Citroen Nemo Multispace 1.4i 2009 Manual 5 doors specs;"2009 - 2013
5 doors, MPV";;€ 19.235;n/a;€ 136 - € 152;5-doors, mpv;5 speed manual transmission;front;fuel engine;gasoline;54 kw (73 hp);54;155 km/h;16,2 s;n.b.;4, in line;2;1360 cc;75,0 x 77,0 mm;10,5 :1;8,2 l/100km;5,6 l/100km;;152 g/km;g;;;;;coil springs;coil springs;yes;;;;;;1155 kg;535 kg;1690 kg;- kg;- kg;356-2500 l;;;1721 mm;;3959 mm;1716 mm;2513 mm;1462 mm;;;;;;***;yes;yes;n/a;n/a;yes;yes;n/a;n/a;yes(front);yes(driver);n/a;n/a;n/a;n/a;yes;€ 590;n/a;n/a;no;30.000 km / 1 year;2 year, unlimited;6 year;€ 19.235;€ 16.235;€ 14.450;€ 14.325;€ 13.990;;€ 5.700;€ 4.600;€ 3.900;€ 188;€ 45;€ 45;€ 168;€ 46;;;;;;€ 19.235;;€ 7.100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
469;469;Citroen Saxo 1.1i X 1996 Manual 3 doors specs;"1996 - 1998
3 doors, Hatchback";;€ 9.979;n/a;€ 55 - € 61;3-doors, hatchback;5 speed manual transmission;front;fuel engine;gasoline;44 kw (60 hp);44;162 km/h;15,3 s;5,7 l/100km (1);4, in line;2;1124 cc;72,0 x 69,0 mm;9,7 :1;8,9 l/100km;5,4 l/100km;;- g/km;;;;;;coil springs;torsion bar;yes;3,42:1;1,81:1;1,29:1;0,98:1;0,77:1;780 kg;530 kg;1310 kg;- kg;- kg;280-953 l;6600 mm / -;;1379 mm;;3718 mm;1595 mm;2385 mm;1381 mm;;;;;;not tested;n/a;n/a;n/a;n/a;€ 227;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;€ 499;n/a;n/a;15.000 km / 1 year;1 year, unlimited;6 year;€ 9.979;;;;;;;;;€ 104;€ 0;€ 26;€ 171;€ 40;;;;;;;;;;;;;;;;;;;;;;;;;€ 9.979;€ 9.979;;;;;€ 9.933;;;;;;;;;;;;;;;;;;;;;;;;;;;
470;470;Citroen Saxo 1.0i X 1998 Manual 3 doors specs;"1998 - 1999
3 doors, Hatchback";;€ 9.071;n/a;€ 55 - € 61;3-doors, hatchback;5 speed manual transmission;front;fuel engine;gasoline;37 kw (50 hp);37;149 km/h;20,8 s;5,5 l/100km (2);4, in line;2;954 cc;70,0 x 62,0 mm;n.b.;8,3 l/100km;5,1 l/100km;;148 g/km;g;;;;;coil springs;torsion bar;yes;3,42:1;1,81:1;1,29:1;0,98:1;0,77:1;780 kg;530 kg;1310 kg;- kg;- kg;280-953 l;660 mm / -;;1379 mm;660 mm;3718 mm;1595 mm;2385 mm;1381 mm;;;;;;not tested;n/a;n/a;n/a;n/a;no;no;n/a;n/a;no;n/a;n/a;n/a;n/a;n/a;yes;n/a;€ 522;n/a;n/a;20.000 km / 1 year;1 year, unlimited;6 year;€ 9.071;;;;;;;;;€ 97;€ 18;€ 25;€ 158;€ 39;;;;;;;;;;;;;;;;;;;;;;;;;€ 9.071;;;€ 9.071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
471;471;Citroen Saxo 1.1i 1999 Manual 3 doors specs;"1999 - 2002
3 doors, Hatchback";;€ 9.525;n/a;€ 55 - € 61;3-doors, hatchback;5 speed manual transmission;front;fuel engine;gasoline;44 kw (60 hp);44;162 km/h;12,8 s;6,0 l/100km (3);4, in line;2;1124 cc;72,0 x 69,0 mm;9,7 :1;8,6 l/100km;5,3 l/100km;;155 g/km;g;;;;;coil springs;torsion bar;yes;3,42:1;1,81:1;1,29:1;0,98:1;0,77:1;780 kg;530 kg;1310 kg;- kg;- kg;280-953 l;660 mm / -;;1379 mm;660 mm;3718 mm;1595 mm;2385 mm;1381 mm;;;;;;**;n/a;n/a;n/a;n/a;no;no;n/a;n/a;no;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;20.000 km / 1 year;2 year, unlimited;6 year;€ 9.525;;;;;;;;;€ 103;€ 18;€ 26;€ 166;€ 39;;;;;;;;;;;;€ 9.525;€ 9.525;;;;;;;;;;;;;;€ 9.071;€ 9.434;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
472;472;Citroen Saxo 1.1i X 1996 Manual 5 doors specs;"1996 - 1998
5 doors, Hatchback";;€ 10.423;n/a;€ 55 - € 61;5-doors, hatchback;5 speed manual transmission;front;fuel engine;gasoline;44 kw (60 hp);44;162 km/h;15,3 s;6,1 l/100km (2);4, in line;2;1124 cc;72,0 x 69,0 mm;9,7 :1;8,9 l/100km;5,4 l/100km;;- g/km;;;;;;coil springs;torsion bar;yes;3,42:1;1,81:1;1,29:1;0,98:1;0,77:1;800 kg;530 kg;1330 kg;- kg;- kg;280-953 l;6600 mm / -;;1379 mm;;3718 mm;1595 mm;2385 mm;1381 mm;;;;;;not tested;n/a;n/a;n/a;n/a;€ 227;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;€ 499;n/a;n/a;15.000 km / 1 year;1 year, unlimited;6 year;€ 10.423;;;;;;;;;€ 109;€ 0;€ 27;€ 171;€ 40;;;;;;;;;;;;;;;;;;;;;;;;;€ 10.423;€ 10.423;;;;;€ 10.378;;;;;;;;;;;;;;;;;;;;;;;;;;;
473;473;Citroen Saxo 1.1i X 1998 Manual 5 doors specs;"1998 - 1999
5 doors, Hatchback";;€ 10.206;n/a;€ 55 - € 61;5-doors, hatchback;5 speed manual transmission;front;fuel engine;gasoline;44 kw (60 hp);44;162 km/h;15,3 s;6,5 l/100km (1);4, in line;2;1124 cc;72,0 x 69,0 mm;9,7 :1;8,9 l/100km;5,4 l/100km;;160 g/km;g;;;;;coil springs;torsion bar;yes;3,42:1;1,81:1;1,29:1;0,98:1;0,77:1;800 kg;530 kg;1330 kg;- kg;- kg;280-953 l;660 mm / -;;1379 mm;660 mm;3718 mm;1595 mm;2385 mm;1381 mm;;;;;;not tested;n/a;n/a;n/a;n/a;no;no;n/a;n/a;no;n/a;n/a;n/a;n/a;n/a;yes;n/a;€ 522;n/a;n/a;20.000 km / 1 year;1 year, unlimited;6 year;€ 10.206;;;;;;;;;€ 111;€ 18;€ 27;€ 171;€ 40;;;;;;;;;;;;;;;;;;;;;;;;;€ 10.435;;;€ 10.206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
474;474;Citroen Saxo 1.1i 1999 Manual 5 doors specs;"2000 - 2002
5 doors, Hatchback";;€ 9.979;n/a;€ 55 - € 61;5-doors, hatchback;5 speed manual transmission;front;fuel engine;gasoline;44 kw (60 hp);44;162 km/h;12,8 s;6,6 l/100km (1);4, in line;2;1124 cc;72,0 x 69,0 mm;9,7 :1;8,6 l/100km;5,3 l/100km;;155 g/km;g;;;;;coil springs;torsion bar;yes;3,42:1;1,81:1;1,29:1;0,98:1;0,77:1;800 kg;530 kg;1330 kg;- kg;- kg;280-953 l;660 mm / -;;1379 mm;660 mm;3718 mm;1595 mm;2385 mm;1381 mm;;;;;;**;€ 812;n/a;n/a;n/a;no;no;n/a;n/a;no;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;20.000 km / 1 year;2 year, unlimited;6 year;€ 9.979;;;;;;;;;€ 108;€ 18;€ 27;€ 166;€ 40;;;;;;;;;;;;€ 9.979;€ 9.979;;;;;;;;;;;;;;€ 9.525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
475;475;Citroen Xantia 1.6i X 1993 Manual 5 doors specs;"1993 - 1997
5 doors, Hatchback";;€ 16.985;n/a;€ 136 - € 152;5-doors, hatchback;5 speed manual transmission;front;fuel engine;gasoline;66 kw (90 hp);66;175 km/h;13,4 s;n.b.;4, in line;2;1580 cc;83,0 x 73,0 mm;9,25 :1;- l/100km;- l/100km;;- g/km;;;;;;hydropneum.;hydropneum.;yes;3,46:1;1,87:1;1,28:1;0,95:1;0,74:1;1170 kg;540 kg;1710 kg;- kg;- kg;480-1418 l;;;1380 mm;;4444 mm;1755 mm;2740 mm;1482 mm;;;;;;*;€ 1.407;n/a;n/a;n/a;no;no;n/a;n/a;no;€ 136;n/a;n/a;n/a;n/a;yes;n/a;€ 1.010;n/a;n/a;15.000 km / 1 year;1 year, unlimited;6 year;€ 16.985;;;;;;;;;€ 229;€ 0;€ 42;€ 218;€ 45;;;;;;;;;;;;;;;;;;;;;;;;;;€ 16.985;;;;;€ 16.985;€ 17.185;€ 17.003;€ 16.291;;;;;;;;;;;;;;;;;;;;;;;;
